bibcode,mespos,nbmes,oidref,qual,upvsini,vsini,vsini_err,vsini_err_prec,vsini_prec
"2015A&A...573A.126D",1,,704602,,,13.1,0.8,1,1
"2015A&A...573A.126D",1,,754005,,,7.7,2.1,1,1
"2015A&A...573A.126D",1,,772340,,,4.8,0.6,1,1
"2015A&A...573A.126D",1,,787226,,,15.7,1.1,1,1
"2015A&A...573A.126D",1,,3117604,,,20.2,2.6,1,1
"2015A&A...573A.126D",1,,882931,,,9.2,0.8,1,1
"2015A&A...573A.126D",2,,3104569,,,11.9,1.2,1,1
"2015A&A...573A.126D",1,,3104569,,,11.6,0.9,1,1
"2016A&A...586A..52J",1,,905206,,,7.0,0.09,2,1
"2016A&A...586A..52J",1,,905488,,,53.0,0.2,1,1
"2015A&A...573A.126D",1,,981524,,,31.5,3.3,1,1
"2015A&A...573A.126D",1,,3034916,,,14.3,1.0,1,1
"2006A&A...460..695T",2,,3048592,C,,6.3,1.2,1,1
"2016A&A...586A..52J",3,,905184,,,25.7,0.05,2,1
"2016A&A...586A..52J",2,,907229,,,3.7,0.43,2,1
"2016A&A...586A..52J",2,,905837,,,26.8,0.05,2,1
"2012A&A...542A.116A",4,,3380497,,,12.1,0.6,1,1
"2016A&A...586A..52J",2,,4679363,,,11.6,0.05,2,1
"2012A&A...542A.116A",3,,3380497,,,13.2,0.7,1,1
"2016A&A...586A..52J",2,,907230,,,4.8,0.45,2,1
"2015A&A...573A.126D",2,,3380497,,,14.5,1.8,1,1
"2018MNRAS.473.2004S",1,,16602436,,,6.705,,32767,3
"2018MNRAS.473.2004S",1,,16602446,,,6.023,,32767,3
"2018MNRAS.473.2004S",1,,16602449,,,8.37,,32767,3
"2018MNRAS.473.2004S",1,,16602455,,,28.068,,32767,3
"2015A&A...573A.126D",1,,3048592,,,5.1,0.8,1,1
"2016A&A...586A..52J",1,,11645038,,,8.2,0.24,2,1
"2015A&A...573A.126D",1,,1649729,,,15.0,1.5,1,1
"2015A&A...573A.126D",1,,3143643,,,8.7,1.3,1,1
"2006A&A...460..695T",2,,3096315,C,,27.2,2.7,1,1
"2015A&A...573A.126D",1,,3096315,,,31.5,6.5,1,1
"2006A&A...460..695T",2,,1875107,C,,5.2,1.2,1,1
"2015A&A...573A.126D",1,,1875107,,,4.0,0.5,1,1
"2015A&A...573A.126D",1,,3289743,,,26.8,2.1,1,1
"2006A&A...460..695T",2,,3288533,C,,13.1,1.2,1,1
"2015A&A...573A.126D",1,,3288533,,,12.5,0.8,1,1
"2016A&A...586A..52J",1,,905207,,,1.2,3.23,2,1
"2016A&A...586A..52J",1,,905917,,,1.2,4.17,2,1
"2016A&A...586A..52J",1,,11645039,,,1.2,1.96,2,1
"2016A&A...586A..52J",1,,11645040,,,1.6,4.38,2,1
"2016A&A...586A..52J",1,,905211,,,11.7,0.11,2,1
"2016A&A...586A..52J",1,,905213,,,1.0,3.13,2,1
"2016A&A...586A..52J",1,,905214,,,1.2,3.89,2,1
"2016A&A...586A..52J",1,,905926,,,3.6,0.33,2,1
"2016A&A...586A..52J",1,,905216,,,31.9,0.14,2,1
"2016A&A...586A..52J",1,,11645041,,,1.2,2.6,1,1
"2016A&A...586A..52J",1,,905217,,,1.0,0.8,1,1
"2016A&A...586A..52J",1,,4679411,,,7.4,0.13,2,1
"2016A&A...586A..52J",1,,11645042,,,24.6,0.3,1,1
"2006A&A...460..695T",6,,3301413,C,,24.3,2.4,1,1
"2015A&A...573A.126D",5,,3301413,,,28.2,6.2,1,1
"2015A&A...573A.126D",4,,3301413,,,26.7,2.2,1,1
"2015A&A...573A.126D",3,,3301413,,,28.8,2.0,1,1
"2015A&A...573A.126D",2,,3301413,,,26.2,3.1,1,1
"2015A&A...573A.126D",1,,3301413,,,26.0,1.7,1,1
"2016A&A...586A..52J",1,,11645043,,,11.2,0.22,2,1
"2015A&A...573A.126D",2,,3339536,,,10.6,0.9,1,1
"2015A&A...573A.126D",1,,3339536,,,10.6,1.0,1,1
"2015A&A...573A.126D",1,,3332131,,,12.3,0.7,1,1
"2015A&A...573A.126D",1,,3380491,,,3.0,1.2,1,1
"2012A&A...542A.116A",2,,2326414,,,23.5,1.2,1,1
"2015A&A...573A.126D",1,,2326414,,,24.0,3.0,1,1
"2015A&A...573A.126D",1,,2378523,,,10.8,1.0,1,1
"2015A&A...573A.126D",1,,2371181,,,4.3,0.7,1,1
"2006A&A...460..695T",2,,2505981,C,,4.5,1.2,1,1
"2015A&A...573A.126D",1,,2505981,,,3.7,1.0,1,1
"2018MNRAS.473.2004S",1,,16602459,,,5.877,1.51,3,3
"2018MNRAS.473.2004S",1,,16602463,,,6.692,1.317,3,3
"2016A&A...586A..52J",1,,11645044,,,0.8,7.9,1,1
"2018MNRAS.473.2004S",1,,16602471,,,8.344,1.64,3,3
"2018MNRAS.473.2004S",1,,16602472,,,15.417,,32767,3
"2016A&A...586A..52J",1,,905218,,,1.1,3.01,2,1
"2016A&A...586A..52J",1,,11645045,,,1.0,1.34,2,1
"2009A&A...504..829G",3,,2726497,,,11.0,0.7,1,1
"2015A&A...573A.126D",3,,2630928,,,7.8,0.9,1,1
"2015A&A...573A.126D",2,,2630928,,,7.7,0.9,1,1
"2018MNRAS.473.2004S",1,,16602476,,,5.637,0.591,3,3
"2018MNRAS.473.2004S",1,,16602479,,,7.337,,32767,3
"2018MNRAS.473.2004S",1,,3179812,,,7.822,0.477,3,3
"2018MNRAS.473.2004S",1,,4504087,,,5.121,0.9,3,3
"2015A&A...573A.126D",2,,2726497,,,13.2,0.6,1,1
"2015A&A...573A.126D",1,,2726497,,,14.5,0.5,1,1
"2015A&A...573A.126D",1,,2726547,,,17.3,1.4,1,1
"2018MNRAS.473.2004S",1,,16016751,,,6.257,1.081,3,3
"2016A&A...586A..52J",1,,11644042,,,1.3,7.64,2,1
"2016A&A...586A..52J",1,,10261140,,,1.2,3.68,2,1
"2015A&A...573A.126D",1,,1191721,,,2.7,0.5,1,1
"2006A&A...460..695T",2,,3292628,C,,3.4,1.2,1,1
"2015A&A...573A.126D",1,,3292628,,,2.6,0.9,1,1
"2016A&A...586A..52J",1,,11645046,,,1.1,3.2,1,1
"2016A&A...586A..52J",1,,905219,,,45.6,0.13,2,1
"2016A&A...586A..52J",1,,11645047,,,1.2,3.06,2,1
"2016A&A...586A..52J",1,,11645048,,,21.6,0.19,2,1
"2016A&A...586A..52J",1,,903300,,,1.1,6.96,2,1
"2016A&A...586A..52J",1,,11645049,,,1.1,2.77,2,1
"2016A&A...586A..52J",1,,907483,,,5.4,0.15,2,1
"2016A&A...586A..52J",1,,907355,,,58.5,0.08,2,1
"2016A&A...586A..52J",1,,11645050,,,139.1,0.11,2,1
"2016A&A...586A..52J",1,,11645051,,,1.2,1.18,2,1
"2016A&A...586A..52J",1,,11645052,,,1.3,3.79,2,1
"2016A&A...586A..52J",1,,905941,,,1.5,2.29,2,1
"2016A&A...586A..52J",1,,4679412,,,1.1,2.49,2,1
"2015A&A...573A.126D",3,,625248,,,5.5,0.6,1,1
"2015A&A...573A.126D",2,,625248,,,5.6,0.8,1,1
"2015A&A...573A.126D",1,,625248,,,6.29,,,2
"2006A&A...460..695T",4,,3048593,C,,3.2,1.2,1,1
"2011A&A...531A...8J",3,,3048593,,,3.1,,,1
"2015A&A...573A.126D",2,,3048593,,,3.0,1.0,1,1
"2015A&A...573A.126D",1,,3048593,,,2.67,,,2
"2006A&A...460..695T",3,,3501163,C,,6.5,1.2,1,1
"2015A&A...573A.126D",2,,3501163,,,5.3,1.0,1,1
"2015A&A...573A.126D",1,,3501163,,,5.86,,,2
"2015A&A...573A.126D",2,,3335546,,,3.0,1.0,1,1
"2015A&A...573A.126D",1,,3335546,,,3.28,,,2
"2016A&A...586A..52J",1,,11645053,,,1.2,9.97,2,1
"2016A&A...586A..52J",1,,11645054,,,1.2,4.83,2,1
"2016A&A...586A..52J",1,,905220,,,1.2,4.13,2,1
"2016A&A...586A..52J",1,,10261143,,,2.1,0.95,2,1
"2018MNRAS.473.2004S",1,,7665006,,,3.887,,32767,3
"2016A&A...586A..52J",2,,905928,,,4.8,0.26,2,1
"2018MNRAS.473.2004S",1,,3177647,,,7.823,0.533,3,3
"2018MNRAS.473.2004S",1,,16602493,,,6.615,,32767,3
"2016A&A...586A..52J",1,,3795524,,,5.0,0.71,2,1
"2006A&A...460..695T",3,,3150260,C,,12.4,0.3,1,1
"2015A&A...573A.126D",2,,3150260,,,11.6,1.1,1,1
"2015A&A...573A.126D",1,,3150260,,,17.38,,,2
"2016A&A...586A..52J",1,,11645055,,,1.0,2.4,1,1
"2016A&A...586A..52J",1,,905223,,,56.3,0.07,2,1
"2016A&A...586A..52J",1,,903338,,,4.1,0.22,2,1
"2016A&A...586A..52J",1,,905956,,,1.2,1.24,2,1
"2016A&A...586A..52J",1,,11645056,,,11.8,0.16,2,1
"2016A&A...586A..52J",1,,905224,,,1.2,4.52,2,1
"2016A&A...586A..52J",1,,11645057,,,1.2,2.57,2,1
"2016A&A...586A..52J",1,,11645058,,,1.2,1.02,2,1
"2016A&A...586A..52J",1,,10261144,,,1.2,4.58,2,1
"2016A&A...586A..52J",1,,11645059,,,1.2,2.66,2,1
"2016A&A...586A..52J",1,,905965,,,1.2,0.16,2,1
"2016A&A...586A..52J",1,,905966,,,1.2,11.08,2,1
"2016A&A...586A..52J",1,,11645060,,,3.9,2.12,2,1
"2016A&A...594A..39F",2,,5492296,,,267.0,28.0,0,0
"2016A&A...586A..52J",1,,907484,,,37.5,0.1,1,1
"2016A&A...586A..52J",1,,11645061,,,1.1,2.78,2,1
"2018MNRAS.473.2004S",1,,16602496,,,5.402,,32767,3
"2016A&A...586A..52J",1,,905229,,,1.2,1.52,2,1
"2016A&A...586A..52J",1,,905231,,,1.2,2.84,2,1
"2016A&A...586A..52J",1,,905230,,,1.2,5.79,2,1
"2016A&A...586A..52J",1,,905232,,,1.4,1.3,1,1
"2016A&A...586A..52J",1,,11645062,,,1.2,2.58,2,1
"2016A&A...586A..52J",1,,905233,,,1.3,4.75,2,1
"2016A&A...586A..52J",1,,905979,,,56.9,0.1,1,1
"2016A&A...586A..52J",1,,907485,,,19.0,0.09,2,1
"2016A&A...586A..52J",1,,905985,,,7.1,0.11,2,1
"2016A&A...586A..52J",1,,905986,,,25.8,0.14,2,1
"2018MNRAS.473.2004S",1,,3177472,,,8.223,0.477,3,3
"2016A&A...586A..52J",1,,11645063,,,1.1,9.47,2,1
"2016A&A...586A..52J",1,,905234,,,1.2,1.32,2,1
"2016A&A...586A..52J",1,,907567,,,11.9,0.18,2,1
"2016A&A...586A..52J",1,,905990,,,101.4,0.22,2,1
"2018MNRAS.473.2004S",1,,16602505,,,6.203,,32767,3
"2016A&A...586A..52J",1,,905992,,,0.8,2.98,2,1
"2016A&A...586A..52J",1,,905993,,,1.2,1.48,2,1
"2016A&A...586A..52J",1,,11645064,,,39.6,0.09,2,1
"2016A&A...586A..52J",1,,9727148,,,23.7,0.06,2,1
"2016A&A...586A..52J",1,,905996,,,1.2,5.31,2,1
"2016A&A...586A..52J",1,,7932995,,,1.1,8.28,2,1
"2016A&A...586A..52J",1,,11280892,,,3.9,0.13,2,1
"2016A&A...586A..52J",1,,11645065,,,3.8,0.37,2,1
"2018MNRAS.473.2004S",1,,16602507,,,6.043,0.77,3,3
"2018MNRAS.473.2004S",1,,16602509,,,6.696,1.549,3,3
"2016A&A...586A..52J",1,,10261146,,,2.4,1.31,2,1
"2016A&A...586A..52J",1,,906008,,,0.9,0.84,2,1
"2016A&A...586A..52J",1,,11645066,,,68.6,0.14,2,1
"2016A&A...586A..52J",1,,907557,,,120.6,0.07,2,1
"2016A&A...586A..52J",1,,11645067,,,1.2,5.51,2,1
"2016A&A...586A..52J",1,,905236,,,1.1,2.02,2,1
"2016A&A...586A..52J",1,,11645068,,,1.2,4.99,2,1
"2016A&A...586A..52J",1,,904644,,,1.2,2.29,2,1
"2018MNRAS.473.2004S",1,,16602512,,,30.172,,32767,3
"2016A&A...586A..52J",1,,905237,,,4.7,0.2,1,1
"2016A&A...586A..52J",1,,11645069,,,1.0,2.69,2,1
"2016A&A...586A..52J",1,,905115,,,21.2,0.04,2,1
"2016A&A...586A..52J",1,,11645070,,,1.2,5.86,2,1
"2016A&A...586A..52J",1,,905239,,,1.2,1.97,2,1
"2016A&A...586A..52J",1,,907488,,,46.9,0.06,2,1
"2016A&A...586A..52J",1,,903666,,,1.2,1.66,2,1
"2016A&A...586A..52J",1,,905116,,,1.2,1.04,2,1
"2016A&A...586A..52J",1,,905241,,,0.8,2.76,2,1
"2016A&A...586A..52J",1,,906033,,,116.8,0.43,2,1
"2016A&A...586A..52J",1,,906038,,,1.2,3.9,1,1
"2016A&A...586A..52J",1,,11645071,,,1.2,2.05,2,1
"2018MNRAS.473.2004S",1,,16613596,,,28.976,,32767,3
"2016A&A...586A..52J",1,,905492,,,1.2,6.9,1,1
"2016A&A...586A..52J",1,,11645072,,,6.9,0.27,2,1
"2016A&A...586A..52J",1,,11645073,,,1.2,1.78,2,1
"2016A&A...586A..52J",1,,905244,,,19.0,0.08,2,1
"2016A&A...586A..52J",1,,905246,,,1.2,8.64,2,1
"2016A&A...586A..52J",1,,11645074,,,3.9,0.6,1,1
"2016A&A...586A..52J",1,,903716,,,1.1,1.25,2,1
"2016A&A...586A..52J",1,,11645075,,,49.7,0.09,2,1
"2016A&A...586A..52J",1,,11280893,,,108.4,0.15,2,1
"2016A&A...586A..52J",1,,905248,,,4.7,0.34,2,1
"2016A&A...586A..52J",1,,11645076,,,1.1,3.06,2,1
"2016A&A...586A..52J",1,,905249,,,10.4,0.79,2,1
"2016A&A...586A..52J",1,,11645077,,,1.2,1.84,2,1
"2016A&A...586A..52J",1,,905250,,,67.1,0.09,2,1
"2016A&A...586A..52J",1,,905251,,,1.1,3.23,2,1
"2016A&A...586A..52J",1,,905605,,,1.2,1.88,2,1
"2016A&A...586A..52J",1,,3795947,,,12.2,0.22,2,1
"2016A&A...586A..52J",1,,11645078,,,1.0,5.77,2,1
"2018MNRAS.473.2004S",1,,3178537,,,7.378,0.559,3,3
"2018MNRAS.473.2004S",1,,16602526,,,5.073,,32767,3
"2016A&A...586A..52J",2,,903714,,,14.0,0.03,2,1
"2016A&A...586A..52J",2,,903148,,,6.6,0.15,2,1
"2016A&A...586A..52J",2,,907236,,,3.8,0.58,2,1
"2016A&A...586A..52J",2,,906002,,,13.1,0.1,1,1
"2016A&A...586A..52J",2,,905238,,,107.8,0.03,2,1
"2018MNRAS.473.2004S",1,,3177709,,,24.266,0.623,3,3
"2018MNRAS.473.2004S",1,,16602530,,,7.018,1.369,3,3
"2015A&A...573A.126D",2,,3168549,,,3.52,,,2
"2015A&A...573A.126D",1,,3168549,,,7.19,,,2
"2015A&A...573A.126D",1,,3501956,,,14.15,,,2
"2018MNRAS.473.2004S",1,,16602531,,,23.84,,32767,3
"2016A&A...586A..52J",1,,903298,,,1.1,1.01,2,1
"2016A&A...586A..52J",1,,4679366,,,7.3,0.21,2,1
"2016A&A...586A..52J",1,,903717,,,1.2,1.63,2,1
"2016A&A...586A..52J",1,,904649,,,14.1,0.04,2,1
"2016A&A...586A..52J",1,,11645079,,,1.2,8.62,2,1
"2018MNRAS.473.2004S",1,,7664724,,,17.292,1.384,3,3
"2016A&A...586A..52J",1,,11645080,,,12.1,0.13,2,1
"2016A&A...586A..52J",1,,3796007,,,1.2,6.35,2,1
"2016A&A...586A..52J",1,,905253,,,1.2,5.64,2,1
"2016A&A...586A..52J",1,,11645081,,,60.3,0.11,2,1
"2016A&A...586A..52J",2,,905255,,,1.2,0.9,1,1
"2016A&A...594A..39F",1,,260113,,,224.0,102.0,0,0
"2016A&A...594A..39F",1,,12462967,,,364.0,72.0,0,0
"2016A&A...586A..52J",1,,906090,,,1.3,0.76,2,1
"2016A&A...586A..52J",1,,904651,,,1.0,3.11,2,1
"2018MNRAS.473.2004S",1,,7668393,,,8.468,0.545,3,3
"2016A&A...586A..52J",1,,905254,,,3.8,0.94,2,1
"2016A&A...586A..52J",1,,11645082,,,1.2,1.93,2,1
"2016A&A...586A..52J",1,,11645083,,,1.2,3.18,2,1
"2016A&A...594A..39F",1,,9364081,,,139.0,91.0,0,0
"2016A&A...586A..52J",1,,3796123,,,1.2,2.07,2,1
"2016A&A...586A..52J",1,,905256,,,14.5,0.1,1,1
"2016A&A...586A..52J",1,,10261147,,,14.9,0.08,2,1
"2016A&A...586A..52J",1,,6178688,,,1.3,1.13,2,1
"2016A&A...586A..52J",1,,4679413,,,1.1,0.8,1,1
"2016A&A...594A..39F",1,,10663313,,,122.0,33.0,0,0
"2018MNRAS.473.2004S",1,,7664754,,,10.9,1.954,3,3
"2016A&A...586A..52J",1,,904652,,,0.9,1.94,2,1
"2016A&A...586A..52J",1,,11645084,,,17.2,0.22,2,1
"2016A&A...586A..52J",1,,3796203,,,1.2,5.25,2,1
"2016A&A...586A..52J",1,,11645085,,,68.4,0.14,2,1
"2016A&A...586A..52J",1,,11645086,,,12.1,0.19,2,1
"2016A&A...586A..52J",1,,11280895,,,1.1,1.81,2,1
"2016A&A...586A..52J",1,,11645087,,,1.2,3.4,1,1
"2016A&A...586A..52J",1,,11645088,,,1.2,2.2,1,1
"2016A&A...586A..52J",1,,907361,,,8.9,0.09,2,1
"2016A&A...586A..52J",1,,11645089,,,68.0,0.15,2,1
"2016A&A...586A..52J",1,,11645090,,,10.3,0.18,2,1
"2016A&A...586A..52J",1,,11645091,,,0.0,9.68,2,1
"2016A&A...586A..52J",1,,11645092,,,1.2,8.47,2,1
"2016A&A...586A..52J",1,,11645093,,,1.2,6.0,0,1
"2016A&A...586A..52J",1,,11645094,,,1.1,3.96,2,1
"2016A&A...586A..52J",1,,905629,,,1.3,4.8,1,1
"2016A&A...594A..39F",1,,5492276,,,152.0,28.0,0,0
"2016A&A...586A..52J",1,,6178691,,,1.2,2.81,2,1
"2016A&A...586A..52J",1,,11645095,,,1.2,1.71,2,1
"2016A&A...586A..52J",1,,906110,,,1.2,14.42,2,1
"2018MNRAS.473.2004S",1,,16602541,,,2.445,,32767,3
"2016A&A...586A..52J",1,,904769,,,98.3,0.15,2,1
"2016A&A...586A..52J",1,,11645096,,,7.3,0.42,2,1
"2016A&A...586A..52J",1,,903401,,,1.2,2.17,2,1
"2016A&A...586A..52J",1,,11645097,,,69.4,0.35,2,1
"2016A&A...586A..52J",1,,903931,,,1.2,0.88,2,1
"2016A&A...586A..52J",1,,11645098,,,27.9,0.09,2,1
"2016A&A...586A..52J",1,,11645099,,,1.2,2.05,2,1
"2016A&A...586A..52J",1,,11645100,,,58.6,0.1,1,1
"2016A&A...586A..52J",1,,904654,,,1.1,2.63,2,1
"2016A&A...586A..52J",1,,904655,,,1.3,2.84,2,1
"2016A&A...586A..52J",1,,11645101,,,79.7,0.14,2,1
"2016A&A...586A..52J",1,,11645102,,,5.1,0.25,2,1
"2016A&A...586A..52J",1,,11645103,,,1.3,7.74,2,1
"2016A&A...586A..52J",1,,904781,,,31.4,0.06,2,1
"2016A&A...586A..52J",1,,11645104,,,1.2,2.82,2,1
"2016A&A...586A..52J",1,,11645105,,,80.3,0.08,2,1
"2016A&A...586A..52J",1,,11645233,,,33.7,0.1,1,1
"2018MNRAS.473.2004S",1,,16602543,,,4.973,,32767,3
"2016A&A...586A..52J",1,,904690,,,1.2,1.72,2,1
"2016A&A...586A..52J",1,,11645235,,,1.2,4.81,2,1
"2016A&A...586A..52J",1,,903510,,,59.6,0.02,2,1
"2016A&A...586A..52J",1,,3797538,,,3.9,0.66,2,1
"2016A&A...586A..52J",1,,11645237,,,1.2,1.04,2,1
"2016A&A...586A..52J",1,,907408,,,7.1,0.1,1,1
"2016A&A...586A..52J",1,,907513,,,0.6,1.0,0,1
"2016A&A...586A..52J",1,,11645239,,,1.1,3.45,2,1
"2018MNRAS.473.2004S",1,,3177795,,,5.446,0.869,3,3
"2016A&A...586A..52J",1,,11645266,,,11.8,0.15,2,1
"2016A&A...586A..52J",1,,907284,,,5.2,0.47,2,1
"2016A&A...586A..52J",1,,11645270,,,1.1,2.02,2,1
"2016A&A...586A..52J",1,,11645274,,,1.2,2.08,2,1
"2016A&A...586A..52J",1,,11645279,,,1.2,5.66,2,1
"2016A&A...586A..52J",1,,11645284,,,1.2,3.26,2,1
"2016A&A...586A..52J",1,,11645286,,,1.2,2.98,2,1
"2016A&A...586A..52J",1,,11645288,,,0.0,1.76,2,1
"2018MNRAS.473.2004S",1,,3177481,,,27.592,0.47,3,3
"2018MNRAS.473.2004S",1,,4544393,,,28.657,,32767,3
"2016A&A...586A..52J",2,,905259,,,13.1,0.09,2,1
"2016A&A...586A..52J",2,,905260,,,57.8,0.1,1,1
"2016A&A...586A..52J",2,,904784,,,1.2,4.37,2,1
"2018MNRAS.473.2004S",1,,3177911,,,3.789,0.814,3,3
"2018MNRAS.473.2004S",1,,3177648,,,25.448,1.965,3,3
"2018MNRAS.473.2004S",1,,4504213,,,5.144,1.542,3,3
"2016A&A...586A..52J",2,,907544,,,11.6,0.04,2,1
"2016A&A...594A..39F",1,,12463010,,,133.0,83.0,0,0
"2008A&A...479..541H",1,,3091291,,,363.0,,,0
"2014ApJ...788...81M",1,,3150961,,,36.0,4.0,1,1
"2016A&A...594A..39F",1,,246612,,,121.0,71.0,0,0
"2016A&A...594A..39F",1,,5492251,,,121.0,26.0,0,0
"2016A&A...594A..39F",1,,6878814,,,241.0,35.0,0,0
"2016A&A...594A..39F",1,,12463325,,,125.0,104.0,0,0
"2016A&A...594A..39F",1,,215299,,,192.0,49.0,0,0
"2016A&A...594A..39F",1,,12463460,,,132.0,83.0,0,0
"2014AJ....147...83S",1,,903285,,,17.7,,,1
"2014AJ....147...83S",1,,903365,,,18.0,,,0
"2016A&A...594A..39F",1,,12463476,,,175.0,32.0,0,0
"2018MNRAS.473.2004S",1,,16602556,,,4.543,,32767,3
"2014AJ....147...83S",1,,903369,,,15.5,,,1
"2014AJ....147...83S",1,,903371,,,15.0,,,0
"2018MNRAS.473.2004S",1,,7663295,,,5.143,0.618,3,3
"2018MNRAS.473.2004S",1,,16602564,,,8.981,1.415,3,3
"2016A&A...586A..52J",1,,904785,,,1.2,3.04,2,1
"2016A&A...586A..52J",1,,11645106,,,47.6,0.09,2,1
"2016A&A...586A..52J",1,,11645107,,,60.6,0.09,2,1
"2016A&A...586A..52J",1,,3796423,,,1.2,3.84,2,1
"2018MNRAS.473.2004S",1,,7663244,,,5.382,,32767,3
"2016A&A...586A..52J",1,,10261150,,,1.2,6.82,2,1
"2016A&A...586A..52J",1,,11645109,,,1.2,3.36,2,1
"2016A&A...586A..52J",1,,11645110,,,20.5,0.09,2,1
"2016A&A...586A..52J",1,,904790,,,1.2,5.91,2,1
"2016A&A...586A..52J",1,,904657,,,1.2,0.6,1,1
"2016A&A...586A..52J",1,,903720,,,1.3,1.45,2,1
"2016A&A...586A..52J",1,,903722,,,1.7,3.37,2,1
"2016A&A...586A..52J",1,,11645111,,,0.8,12.53,2,1
"2016A&A...586A..52J",1,,11645112,,,11.1,0.09,2,1
"2016A&A...586A..52J",1,,4679414,,,1.2,1.63,2,1
"2016A&A...586A..52J",1,,904794,,,1.2,13.89,2,1
"2016A&A...586A..52J",1,,904796,,,4.4,0.81,2,1
"2016A&A...586A..52J",1,,4679367,,,1.2,1.06,2,1
"2016A&A...586A..52J",1,,11645113,,,1.2,5.4,1,1
"2016A&A...586A..52J",1,,906146,,,1.2,4.23,2,1
"2016A&A...586A..52J",1,,11645114,,,1.0,1.39,2,1
"2016A&A...586A..52J",1,,11645115,,,0.9,7.31,2,1
"2016A&A...586A..52J",1,,906148,,,4.7,0.34,2,1
"2016A&A...586A..52J",1,,9727146,,,24.2,0.7,1,1
"2016A&A...586A..52J",1,,904798,,,19.3,0.1,1,1
"2016A&A...586A..52J",1,,11645116,,,77.9,0.08,2,1
"2016A&A...586A..52J",1,,11645117,,,1.2,5.86,2,1
"2016A&A...586A..52J",1,,905263,,,1.2,1.83,2,1
"2016A&A...586A..52J",1,,904799,,,1.1,6.28,2,1
"2016A&A...586A..52J",1,,11645118,,,1.2,5.18,2,1
"2016A&A...586A..52J",1,,906156,,,1.2,0.51,2,1
"2016A&A...586A..52J",1,,906158,,,108.5,0.11,2,1
"2016A&A...586A..52J",1,,11645119,,,1.2,1.88,2,1
"2016A&A...586A..52J",1,,11645120,,,1.0,1.6,1,1
"2016A&A...586A..52J",1,,11645121,,,1.2,3.42,2,1
"2016A&A...586A..52J",1,,904806,,,1.2,7.0,0,1
"2016A&A...586A..52J",1,,904807,,,0.7,17.98,2,1
"2016A&A...586A..52J",1,,904808,,,75.9,0.11,2,1
"2016A&A...586A..52J",1,,905456,,,1.2,4.93,2,1
"2016A&A...586A..52J",1,,11645122,,,1.1,3.41,2,1
"2016A&A...586A..52J",1,,906171,,,1.1,2.3,1,1
"2016A&A...586A..52J",1,,904810,,,61.2,0.32,2,1
"2016A&A...586A..52J",1,,11645123,,,1.2,0.52,2,1
"2016A&A...586A..52J",1,,11645124,,,1.2,0.45,2,1
"2016A&A...586A..52J",1,,11645125,,,10.2,0.12,2,1
"2016A&A...586A..52J",1,,904812,,,1.6,1.35,2,1
"2016A&A...586A..52J",1,,11645126,,,1.2,6.32,2,1
"2016A&A...586A..52J",1,,904814,,,78.5,0.21,2,1
"2016A&A...586A..52J",1,,11645127,,,20.3,0.06,2,1
"2018MNRAS.473.2004S",1,,4544311,,,4.464,0.652,3,3
"2016A&A...586A..52J",1,,11645128,,,1.1,8.88,2,1
"2016A&A...586A..52J",1,,905268,,,39.8,0.05,2,1
"2016A&A...586A..52J",1,,904816,,,1.2,1.56,2,1
"2016A&A...586A..52J",1,,6178694,,,1.3,1.74,2,1
"2016A&A...586A..52J",1,,904759,,,1.2,1.1,1,1
"2018MNRAS.473.2004S",1,,16602546,,,4.616,,32767,3
"2016A&A...586A..52J",1,,10261152,,,0.9,3.14,2,1
"2016A&A...586A..52J",1,,11645129,,,1.2,11.66,2,1
"2016A&A...586A..52J",1,,906190,,,1.2,3.11,2,1
"2016A&A...586A..52J",1,,904819,,,1.2,6.46,2,1
"2016A&A...586A..52J",1,,11645130,,,1.1,3.5,1,1
"2018MNRAS.473.2004S",1,,16602550,,,5.602,1.856,3,3
"2016A&A...586A..52J",1,,11645132,,,1.0,3.22,2,1
"2018MNRAS.473.2004S",1,,7668115,,,9.211,,32767,3
"2018MNRAS.473.2004S",1,,16602553,,,6.373,,32767,3
"2018MNRAS.473.2004S",1,,3178420,,,31.06,0.687,3,3
"2016A&A...586A..52J",2,,6178663,,,4.9,0.11,2,1
"2018MNRAS.473.2004S",1,,16602562,,,7.505,,32767,3
"2018MNRAS.473.2004S",1,,4536851,,,4.636,0.643,3,3
"2016A&A...586A..52J",2,,907573,,,1.5,0.94,2,1
"2014AJ....147...83S",3,,905047,,,2.6,,,1
"2018MNRAS.473.2004S",1,,4504145,,,5.199,,32767,3
"2018MNRAS.473.2004S",1,,16602569,,,5.851,,32767,3
"2018MNRAS.473.2004S",1,,16602573,,,6.686,,32767,3
"2018MNRAS.473.2004S",1,,16602576,,,18.264,,32767,3
"2018MNRAS.473.2004S",1,,16602584,,,5.553,,32767,3
"2018MNRAS.473.2004S",1,,7664875,,,7.601,,32767,3
"2018MNRAS.473.2004S",1,,16601302,,,5.883,1.24,3,3
"2018MNRAS.473.2004S",1,,3177373,,,10.35,0.465,3,3
"2016A&A...586A..52J",1,,906195,,,1.3,1.92,2,1
"2016A&A...586A..52J",1,,10261153,,,1.0,8.58,2,1
"2016A&A...586A..52J",1,,903157,,,1.2,2.21,2,1
"2016A&A...586A..52J",1,,6178696,,,1.2,1.21,2,1
