bibcode,mespos,nbmes,oidref,qual,upvsini,vsini,vsini_err,vsini_err_prec,vsini_prec
"1970CoKwa.189....0U",2,,3003377,D,,201.0,,,0
"2008AJ....135..209M",2,4,625375,,,0.0,,,1
"2008AJ....135..209M",2,2,452995,,,0.0,,,1
"2019A&A...629A..80H",2,,2726113,,,4.42,0.43,2,2
"2006A&A...460..695T",2,,704602,C,,13.9,0.1,1,1
"2006A&A...460..695T",3,,3168549,C,,3.5,1.2,1,1
"2010AJ....139.1383G",2,,856441,,,10.0,,,1
"2010AJ....139.1383G",2,,7883365,,,11.5,0.8,1,1
"2010AJ....139.1383G",2,,7883295,,,10.0,,,1
"2009A&A...493.1099S",1,,3003377,D,,156.0,,,1
"2016A&A...594A..39F",1,,7955980,,,319.0,71.0,0,0
"2019A&A...629A..80H",1,,11681538,,,8.47,0.37,2,2
"2019A&A...629A..80H",1,,1470086,,,2.95,0.23,2,2
"2006A&A...460..695T",1,,1704238,D,,5.0,,,0
"1970CoKwa.189....0U",2,,2557426,D,,151.0,,,0
"2002ApJ...573..359A",1,,2557426,D,,170.0,,,0
"2007A&A...462..683M",1,,6268004,,,112.0,15.0,0,0
"2007AJ....133.1092W",2,,124660,D,,167.0,,,0
"2010ApJ...722..605H",1,,124660,,,165.0,10.0,0,0
"1970CoAsi.239....1B",2,15,173608,D,,150.0,,,0
"2006ApJ...648..580H",1,,173608,D,,87.0,10.0,0,0
"2009ApJ...704.1107L",1,12,6358222,,,10.6,,,1
"2008AJ....135..209M",1,2,443085,,,1.5,,,1
"2019A&A...629A..80H",1,,1341788,,,4.36,0.61,2,2
"2006A&A...460..695T",3,,1221244,D,,1.5,0.5,1,1
"1970CoAsi.239....1B",2,25,70703,D,,150.0,,,0
"1970CoKwa.189....0U",1,,70703,D,,150.0,,,0
"2008A&A...479..541H",2,,3890005,,,323.0,,,0
"2009A&A...496..841H",1,,3890005,,,323.0,,,0
"2012AJ....144..109S",1,,1766585,,,6.0,2.0,0,0
"1970CoAsi.239....1B",1,18,135604,D,,180.0,,,0
"2010AJ....140.1911B",1,,297749,,,0.43,,,2
"2009ApJ...700.1216M",1,,2315181,,,86.0,11.0,0,0
"2007AJ....133.2524W",2,,1221244,,,10.0,,,0
"2012MNRAS.423..122B",2,,273670,,,4.2,,,1
"1970CoAsi.239....1B",3,21,871560,D,,230.0,,,0
"1970CoKwa.189....0U",2,,871560,D,,223.0,,,0
"2002ApJ...573..359A",1,,871560,D,,160.0,,,0
"2006A&A...460..695T",2,,3466508,D,,16.0,,,0
"2009A&A...493.1099S",1,,2542599,D,,87.7,,,1
"2007AJ....133.2524W",1,,783596,,,10.0,,,0
"2016A&A...594A..39F",1,,2950646,,,263.0,62.0,0,0
"2006A&A...460..695T",1,,1160529,C,,29.0,2.9,1,1
"1970CoAsi.239....1B",2,21,1057694,D,,209.0,,,0
"1970CoKwa.189....0U",1,,1057694,D,,211.0,,,0
"2002ApJ...573..359A",1,,2522235,D,,55.0,,,0
"2010AJ....140.1911B",1,,550444,,,2.23,,,2
"2016A&A...594A..39F",1,,12444243,,,135.0,78.0,0,0
"2006PASP..118.1656S",1,13,2075898,,,8.4,,,1
"1970CoAsi.239....1B",2,7,742177,D,,8.0,,,0
"1970CoKwa.189....0U",1,,742177,D,<,17.0,,,0
"2010ApJ...722..605H",1,,29290,,,0.0,23.0,0,0
"1970CoKwa.189....0U",1,,2692634,D,<,50.0,,,0
"1970CoAsi.239....1B",3,25,798639,D,,285.0,,,0
"2008A&A...479..541H",1,,3256890,,,144.0,,,0
"2010AJ....140.1911B",1,,1468961,,,0.0,,,2
"2009ApJ...704.1107L",1,2,6358214,,,60.2,,,1
"2007AJ....134.1570D",2,,975899,D,,36.0,5.0,0,0
"1970CoKwa.189....0U",2,,798639,D,,285.0,,,0
"1970CoAsi.239....1B",2,15,589053,D,,120.0,,,0
"1970CoKwa.189....0U",1,,589053,D,,120.0,,,0
"2010AJ....140.1911B",1,,449215,,,2.08,,,2
"1995ApJS...99..135A",3,,718948,D,,31.0,,,0
"2011A&A...531A...8J",1,,3274915,,,3.3,,,1
"2006A&A...460..695T",1,,5131352,C,,14.8,1.5,1,1
"2006ApJ...648..580H",1,,2956491,D,,87.0,14.0,0,0
"1970CoAsi.239....1B",4,15,461078,D,,15.0,,,0
"1970CoKwa.189....0U",3,,461078,D,<,30.0,,,0
"1995ApJS...99..135A",2,,461078,D,,10.0,,,0
"2002A&A...393..897R",1,,461078,D,,18.0,,,0
"2006A&A...460..695T",1,,5130681,C,,2.3,1.2,1,1
"2010AJ....140.1911B",1,,2882437,,,2.33,,,2
"2010ApJ...722..605H",1,,175953,,,115.0,68.0,0,0
"2019A&A...629A..80H",1,,2342594,,,3.8,0.35,2,2
"1970CoKwa.189....0U",2,,2927789,D,,170.0,,,0
"2019A&A...629A..80H",1,,2699202,,,3.94,0.52,2,2
"1970CoAsi.239....1B",2,15,1838426,D,,140.0,,,0
"1970CoKwa.189....0U",1,,1838426,D,,140.0,,,0
"2009ApJ...704..975J",1,,1862445,D,,3.8,0.7,1,1
"2006A&A...460..695T",2,,3525635,C,,3.2,1.2,1,1
"2019A&A...629A..80H",1,,3525635,,,2.59,0.34,2,2
"2006A&A...460..695T",1,,3224445,C,,72.0,7.2,1,1
"2012AJ....144..130B",1,,3047752,D,,54.0,6.0,0,0
"2002ApJ...573..359A",2,,87325,D,,50.0,,,0
"2010ApJ...722..605H",1,,87325,,,58.0,9.0,0,0
"2014ApJ...797...43M",1,,3375569,,,24.0,,,0
"1970CoKwa.189....0U",1,,1762362,D,<,40.0,,,0
"1970CoAsi.239....1B",4,3,178512,D,,30.0,,,0
"1970CoKwa.189....0U",3,,178512,D,,50.0,,,0
"1995ApJS...99..135A",2,,178512,D,,25.0,,,0
"2002A&A...393..897R",1,,178512,D,,33.0,,,0
"2014ApJ...797...43M",1,,11462539,,,34.0,,,0
"2007A&A...462..683M",1,,6267966,,,218.0,22.0,0,0
"2010AJ....140.1911B",1,,1500210,,,0.12,,,2
"2010ApJ...722..605H",1,,242752,,,163.0,9.0,0,0
"2006A&A...460..695T",1,,3483549,C,,34.8,3.5,1,1
"2006PASP..118.1656S",1,50,2075742,,,5.3,,,1
"1995ApJS...99..135A",4,,1126260,D,,10.0,,,0
"2002A&A...393..897R",3,,1126260,D,,19.0,,,0
"2002A&A...393..897R",2,,1126260,D,,20.0,,,0
"2007A&A...463..671R",1,0,1126260,D,,19.0,,,0
"1970CoKwa.189....0U",1,,3237364,D,,84.0,,,0
"2010MNRAS.407.1657H",2,,2747110,,,2.49,,,2
"2019A&A...629A..80H",1,,2747110,,,2.63,0.63,2,2
"2014ApJ...797...43M",1,,11462541,,,110.0,,,0
"2014ApJ...797...43M",1,,11462544,,,21.0,,,0
"2008AJ....135..209M",2,3,2764692,,,3.2,,,1
"2014ApJ...797...43M",1,,11462545,,,67.0,,,0
"2014ApJ...797...43M",1,,3375565,,,1.0,,,0
"1995ApJS...99..135A",2,,337565,D,,75.0,,,0
"2002A&A...393..897R",1,,337565,D,,86.0,,,0
"2008AJ....135..209M",1,8,1526342,,,4.0,,,1
"2002A&A...393..897R",2,,3025936,D,,249.0,,,0
"2007A&A...463..671R",1,0,3025936,D,,249.0,,,0
"2016A&A...594A..39F",1,,6809504,,,122.0,57.0,0,0
"1970CoAsi.239....1B",1,2,2730239,D,,20.0,,,0
"1970CoAsi.239....1B",2,10,947679,D,,110.0,,,0
"2002ApJ...573..359A",1,,947679,D,,165.0,,,0
"2002ApJ...573..359A",1,,2523302,D,,144.0,,,0
"2002A&A...393..897R",2,,3178892,D,,94.0,,,0
"2007A&A...463..671R",1,0,3178892,D,,94.0,,,0
"2002ApJ...573..359A",1,,852591,D,,25.0,,,0
"2012A&A...542A.116A",1,,932957,,,5.8,0.3,1,1
"2006A&A...460..695T",1,,1343262,C,,16.4,1.6,1,1
"1995ApJS...99..135A",3,,1766526,D,,135.0,,,0
"2002A&A...393..897R",2,,1766526,D,,149.0,,,0
"2007A&A...463..671R",1,0,1766526,D,,149.0,,,0
"1970CoAsi.239....1B",2,10,3285887,D,,115.0,,,0
"1970CoKwa.189....0U",1,,3285887,D,,188.0,,,0
"2011A&A...531A...8J",1,,1795208,,,2.6,,,1
"1970CoAsi.239....1B",3,5,545147,D,,20.0,,,0
"1970CoKwa.189....0U",2,,545147,D,,20.0,,,0
"2009A&A...493.1099S",1,,545147,D,,9.8,,,1
"2014ApJ...797...43M",1,,3375574,,,24.0,,,0
"2014ApJ...782...49S",2,,9053961,D,,62.0,12.5,1,1
"1995ApJS...99..135A",2,,2768250,D,,25.0,,,0
"2002A&A...393..897R",1,,2768250,D,,33.0,,,0
"2007A&A...462..683M",1,,3953332,,,229.0,23.0,0,0
"2009A&A...493.1099S",3,,685126,D,,15.0,,,1
"2010A&A...520A..79M",2,,685126,,,16.25,,,2
"2012A&A...542A.116A",1,,685126,,,14.0,0.7,1,1
"1970CoAsi.239....1B",1,2,2521798,D,,13.0,,,0
"1970CoAsi.239....1B",5,7,643055,D,,72.0,,,0
"1970CoKwa.189....0U",4,,643055,D,,96.0,,,0
"2002ApJ...573..359A",3,,643055,D,,75.0,,,0
"2007A&A...463..671R",2,0,643055,D,,85.0,,,0
"2010ApJ...722..605H",1,,643055,,,65.0,11.0,0,0
"1995ApJS...99..135A",2,,2807969,D,,110.0,,,0
"2002A&A...393..897R",1,,2807969,D,,123.0,,,0
"2006A&A...460..695T",1,,3414370,C,,11.5,1.2,1,1
"2010AJ....140.1911B",1,,2607662,,,1.09,,,2
"2002A&A...393..897R",3,,3059338,D,,14.0,,,0
"2007A&A...463..671R",2,0,3059338,D,,14.0,,,0
"2011A&A...531A.143D",1,,3059338,,,14.7,0.9,1,1
"2007AJ....133.1092W",1,,3759201,D,,223.0,,,0
"2002ApJ...573..359A",1,,939029,D,,50.0,,,0
"2011A&A...531A...8J",1,,3040756,,,7.0,,,1
"2012MNRAS.423.2966J",1,,8377575,D,,26.6,5.3,1,1
"1970CoAsi.239....1B",4,24,991777,D,,240.0,,,0
"1995ApJS...99..135A",3,,1669048,D,,25.0,,,0
"2002A&A...393..897R",2,,1669048,D,,33.0,,,0
"1970CoAsi.239....1B",5,2,2838803,D,,105.0,,,0
"1970CoAsi.239....1B",4,6,674245,D,,6.0,,,0
"1970CoKwa.189....0U",3,,674245,D,<,12.0,,,0
"1970CoKwa.189....0U",3,,991777,D,,240.0,,,0
"2002ApJ...573..359A",2,,991777,D,,240.0,,,0
"2006ApJ...648..580H",1,,991777,D,,244.0,8.0,0,0
"2012AJ....144..130B",1,,3349328,D,,26.0,1.0,0,0
"2019A&A...629A..80H",1,,2531437,,,4.27,0.36,2,2
"1995ApJS...99..135A",3,,817497,D,,220.0,,,0
"2002A&A...393..897R",2,,817497,D,,238.0,,,0
"2007A&A...463..671R",1,0,817497,D,,238.0,,,0
"1970CoAsi.239....1B",1,5,598222,D,,60.0,,,0
"1970CoAsi.239....1B",3,5,194946,D,,40.0,,,0
"1970CoKwa.189....0U",2,,194946,D,,42.0,,,0
"2009A&A...493.1099S",1,,194946,D,,43.6,,,1
"2011A&A...531A...8J",1,,1776419,,,2.6,,,1
"1970CoAsi.239....1B",1,15,3531315,D,,175.0,,,0
"2011A&A...531A...8J",1,,2275729,,,6.1,,,1
"2002A&A...393..897R",4,,414474,D,,248.0,,,0
"2002A&A...393..897R",3,,414474,D,,248.0,,,0
"2002ApJ...573..359A",2,,414474,D,,190.0,,,0
"2010ApJ...722..605H",1,,414474,,,249.0,7.0,0,0
"1970CoAsi.239....1B",4,12,720488,D,,13.0,,,0
"1970CoKwa.189....0U",3,,720488,D,,27.0,,,0
"1995ApJS...99..135A",2,,720488,D,,28.0,,,0
"2002A&A...393..897R",1,,720488,D,,36.0,,,0
"2014ApJ...797...43M",1,,9053961,,,68.0,,,0
"1995ApJS...99..135A",3,,796192,D,,80.0,,,0
"2002A&A...393..897R",2,,796192,D,,91.0,,,0
"2007A&A...463..671R",1,0,796192,D,,91.0,,,0
"2008AJ....135..209M",1,2,1886828,,,2.2,,,1
"2002ApJ...573..359A",3,,936012,D,,250.0,,,0
"2007A&A...463..671R",2,0,936012,D,,297.0,,,0
"2010ApJ...722..605H",1,,936012,,,291.0,13.0,0,0
"2011AJ....142..146W",1,,3268684,C,,131.0,19.0,0,0
"1995ApJS...99..135A",2,,463959,D,,120.0,,,0
"2002A&A...393..897R",1,,463959,D,,133.0,,,0
"2008AJ....135..209M",1,9,880438,,,1.4,,,1
"2010AJ....140.1911B",1,,2839345,,,1.4,,,2
"2007A&A...462..683M",1,,4135135,,,298.0,19.0,0,0
"2011A&A...531A...8J",1,,711873,,,4.6,,,1
"2008AJ....135..209M",1,2,2241835,,,4.9,,,1
"1995ApJS...99..135A",4,,1882874,D,,38.0,,,0
"2002A&A...393..897R",3,,1882874,D,,47.0,,,0
"2007A&A...463..671R",2,0,1882874,D,,47.0,,,0
"2009A&A...493.1099S",1,,1882874,D,,44.3,,,1
"2014ApJ...797...43M",1,,3375578,,,11.0,,,0
"2014ApJ...797...43M",1,,4146710,,,0.0,,,0
"2014ApJ...797...43M",1,,11462546,,,200.0,,,0
"2014ApJ...797...43M",1,,3375625,,,66.0,,,0
"2019A&A...629A..80H",1,,11684206,,,3.42,0.79,2,2
"2019A&A...629A..80H",1,,2597387,,,3.24,0.27,2,2
"2019A&A...629A..80H",2,,2625555,,,2.65,0.21,2,2
"2016A&A...594A..39F",1,,4168182,,,205.0,17.0,0,0
"2019A&A...629A..80H",1,,2602639,,,2.57,0.2,2,2
"2014ApJ...797...43M",1,,3373528,,,100.0,,,0
"2006PASP..118.1656S",1,14,2010268,,,1.0,,,1
"2002A&A...393..897R",3,,3321099,D,,166.0,,,0
"2007A&A...463..671R",2,0,3321099,D,,166.0,,,0
"2011A&A...531A.143D",1,,3321099,,,170.5,2.1,1,1
"2016A&A...594A..39F",1,,9755728,,,140.0,49.0,0,0
"2006PASP..118.1656S",1,13,2030871,,,0.0,,,1
"2011ApJ...738..122C",1,,3393334,,,184.0,12.0,0,0
"2016A&A...594A..39F",1,,9755475,,,127.0,100.0,0,0
"2012AJ....144..130B",1,,2702023,D,,19.0,3.0,0,0
"2011A&A...531A...8J",1,,1226973,,,2.2,,,1
"2006ApJ...648..580H",2,,3201174,D,,156.0,11.0,0,0
"2012A&A...543A.160T",1,,8015269,,,2.3,,,1
"2008A&A...479..541H",1,,3090856,,,116.0,,,0
"2011A&A...531A...8J",1,,1739586,,,2.6,,,1
"1970CoKwa.189....0U",3,,3414308,D,,0.0,,,0
"2009A&A...493.1099S",2,,3414308,D,,12.9,,,1
"2012A&A...542A.116A",1,,3414308,,,13.0,0.9,1,1
"1995ApJS...99..135A",3,,824156,D,,175.0,,,0
"2012MNRAS.423..122B",4,,2950054,,,3.3,,,1
"2002A&A...393..897R",2,,824156,D,,191.0,,,0
"2007A&A...463..671R",1,0,824156,D,,191.0,,,0
"1970CoAsi.239....1B",2,25,1341956,D,,25.0,,,0
"1970CoKwa.189....0U",1,,1341956,D,<,50.0,,,0
"1970CoAsi.239....1B",2,10,349585,D,,10.0,,,0
"1970CoKwa.189....0U",1,,349585,D,<,19.0,,,0
"2006ApJ...648..580H",1,,175809,D,,52.0,12.0,0,0
"1970CoAsi.239....1B",4,25,77814,D,,370.0,,,0
"1970CoKwa.189....0U",3,,77814,D,,370.0,,,0
"2002ApJ...573..359A",2,,77814,D,,260.0,,,0
"2010ApJ...722..605H",1,,77814,,,284.0,6.0,0,0
"2019A&A...629A..80H",2,,2691067,,,3.27,0.49,2,2
"2006AJ....132.2135S",1,,3878661,D,,24.4,,,1
"2006A&A...460..695T",1,,3195281,C,,170.0,20.0,1,1
"2006A&A...460..695T",1,,3208379,C,,24.4,1.3,1,1
"1970CoKwa.189....0U",2,,3005539,D,,38.0,,,0
"2012A&A...542A.116A",1,,3005539,,,21.7,6.0,1,1
"1995ApJS...99..135A",3,,217311,D,,20.0,,,0
"2002A&A...393..897R",2,,217311,D,,28.0,,,0
"2007A&A...463..671R",1,0,217311,D,,28.0,,,0
"1970CoAsi.239....1B",2,3,2804388,D,,3.0,,,0
"1970CoKwa.189....0U",1,,2804388,D,<,6.0,,,0
"2010AJ....140.1911B",1,,643053,,,1.63,,,2
"1995ApJS...99..135A",3,,2256026,D,,145.0,,,0
"2002A&A...393..897R",2,,2256026,D,,159.0,,,0
"2007A&A...463..671R",1,0,2256026,D,,159.0,,,0
"2016A&A...594A..39F",1,,12444250,,,140.0,54.0,0,0
"1970CoAsi.239....1B",4,15,2214007,D,,125.0,,,0
"1970CoKwa.189....0U",3,,2214007,D,,105.0,,,0
"1995ApJS...99..135A",2,,2214007,D,,110.0,,,0
"2002A&A...393..897R",1,,2214007,D,,123.0,,,0
"2006A&A...460..695T",1,,2326772,C,,17.6,1.2,1,1
"1995ApJS...99..135A",2,,975782,D,,15.0,,,0
"2002A&A...393..897R",1,,975782,D,,23.0,,,0
"2011A&A...531A.143D",2,,1186155,,,49.4,0.6,1,1
"2012A&A...542A.116A",1,,1186155,,,50.5,2.5,1,1
"2006A&A...460..695T",1,,3209619,C,,6.5,1.2,1,1
"2002ApJ...573..359A",1,,933083,D,,175.0,,,0
"2006A&A...460..695T",1,,3270281,C,,49.0,4.9,1,1
"1970CoAsi.239....1B",3,7,1514014,D,,8.0,,,0
"1970CoKwa.189....0U",2,,1514014,D,<,17.0,,,0
"2008AJ....135..209M",1,3,1514014,,,2.2,,,1
"2002ApJ...573..359A",2,,788156,D,,10.0,,,0
"2012AJ....144..130B",1,,788156,D,,11.0,6.0,0,0
"2010AJ....140.1911B",1,,388359,,,2.02,,,2
"1995ApJS...99..135A",2,,971505,D,,45.0,,,0
"2002A&A...393..897R",1,,971505,D,,54.0,,,0
"1995ApJS...99..135A",3,,299080,D,,81.0,,,0
"2002A&A...393..897R",2,,299080,D,,92.0,,,0
"2007A&A...463..671R",1,0,299080,D,,92.0,,,0
"2011A&A...531A.143D",1,,3473202,,,75.9,0.5,1,1
"2009ApJ...704..975J",1,,258922,D,,4.5,,,1
"2002ApJ...573..359A",1,,2540939,D,,20.0,,,0
"2010A&A...520A..79M",1,,1304559,,,4.88,,,2
"2011A&A...531A...8J",1,,850000,,,6.9,,,1
"1970CoAsi.239....1B",3,7,2933504,D,,8.0,,,0
"1970CoKwa.189....0U",2,,2933504,D,<,17.0,,,0
"2008AJ....135..209M",1,17,2933504,,,1.4,,,1
"1970CoAsi.239....1B",2,3,476968,D,,3.0,,,0
"1970CoKwa.189....0U",1,,476968,D,<,6.0,,,0
"2008A&A...479..541H",2,,3259235,,,23.0,,,0
"2009A&A...496..841H",1,,3259235,,,23.0,,,0
"2008AJ....135..209M",1,2,1314225,,,0.0,,,1
"2008A&A...479..541H",2,,3890015,,,59.0,,,0
"2009A&A...496..841H",1,,3890015,,,59.0,,,0
"2014ApJ...797...43M",1,,11462542,,,27.0,,,0
"2014ApJ...797...43M",1,,3375590,,,30.0,,,0
"2014ApJ...797...43M",1,,3373429,,,0.0,,,0
"2014ApJ...797...43M",1,,9053950,,,3.0,,,0
"2014ApJ...797...43M",1,,11462547,,,46.0,,,0
"2014ApJ...797...43M",1,,4146233,,,67.0,,,0
"2014ApJ...797...43M",1,,3375583,,,20.0,,,0
"2014ApJ...797...43M",1,,11462549,,,6.0,,,0
"2014ApJ...797...43M",1,,3373444,,,22.0,,,0
"2014ApJ...797...43M",1,,11462550,,,140.0,,,0
"1970CoAsi.239....1B",2,8,608008,D,,109.0,,,0
"1970CoKwa.189....0U",1,,608008,D,,118.0,,,0
"1995ApJS...99..135A",3,,708249,D,,145.0,,,0
"2002A&A...393..897R",2,,708249,D,,159.0,,,0
"2009A&A...493.1099S",1,,708249,D,,151.2,,,1
"2006A&A...460..695T",1,,1279820,D,,5.0,,,0
"2006A&A...460..695T",1,,3337783,C,,11.4,1.2,1,1
"2011ApJ...738..122C",1,,3315240,,,10.0,1.0,0,0
"2016A&A...594A..39F",1,,12444252,,,151.0,71.0,0,0
"2016A&A...594A..39F",1,,2924765,,,121.0,27.0,0,0
"2012AJ....144..130B",1,,3520206,D,,78.0,3.0,0,0
"2010AJ....140.1911B",1,,1297890,,,0.0,,,2
"2016A&A...594A..39F",1,,12444274,,,140.0,46.0,0,0
"2011A&A...531A...8J",1,,1972012,,,2.6,,,1
"2011A&A...531A...8J",1,,1757403,,,2.7,,,1
"2008AJ....135..209M",1,2,1025216,,,0.0,,,1
"2008AJ....135..209M",1,2,693612,,,3.8,,,1
"2010AJ....140.1911B",1,,7162525,,,2.11,,,2
"2008A&A...479..541H",1,,3888653,,,187.0,,,0
"1995ApJS...99..135A",3,,1218725,D,,70.0,,,0
"2002A&A...393..897R",2,,1218725,D,,80.0,,,0
"2007A&A...463..671R",1,0,1218725,D,,80.0,,,0
"2011A&A...531A...8J",1,,3292651,,,1.2,,,1
"2010ApJ...722..605H",1,,2929779,,,133.0,8.0,0,0
"1970CoAsi.239....1B",2,7,461443,D,,8.0,,,0
"1970CoKwa.189....0U",1,,461443,D,<,17.0,,,0
"2012ApJ...745...56D",1,,2509263,,,21.85,1.63,2,2
"2002A&A...393..897R",3,,1901027,D,,140.0,,,0
"2007A&A...463..671R",2,0,1901027,D,,140.0,,,0
"2011A&A...531A.143D",1,,1901027,,,153.1,1.1,1,1
"1995ApJS...99..135A",1,,1814592,D,,65.0,,,0
"2012A&A...542A.115B",1,,907734,,,45.1,2.0,1,1
"2016A&A...594A..39F",1,,9168440,,,121.0,85.0,0,0
"1970CoAsi.239....1B",3,7,2853595,D,,8.0,,,0
"1970CoKwa.189....0U",2,,2853595,D,<,17.0,,,0
"2008AJ....135..209M",1,16,2853595,,,3.5,,,1
"1970CoAsi.239....1B",2,10,390148,D,,10.0,,,0
"1970CoKwa.189....0U",1,,390148,D,<,17.0,,,0
"1995ApJS...99..135A",3,,1932265,D,,120.0,,,0
"2002A&A...393..897R",2,,1932265,D,,133.0,,,0
"2007A&A...463..671R",1,0,1932265,D,,133.0,,,0
"2006A&A...460..695T",1,,1189267,C,,4.8,1.2,1,1
"1995ApJS...99..135A",2,,556294,D,,140.0,,,0
"2002A&A...393..897R",1,,556294,D,,154.0,,,0
"2009A&A...496..841H",1,,3185819,,,26.0,,,0
"2019A&A...629A..80H",1,,2625287,,,2.47,0.29,2,2
"2019A&A...629A..80H",2,,2735911,,,25.63,0.55,2,2
"1970CoAsi.239....1B",1,25,136426,D,,250.0,,,0
"2010AJ....140.1911B",1,,1350360,,,0.0,,,2
"2006A&A...460..695T",1,,5131343,C,,12.5,1.2,1,1
"2006A&A...460..695T",1,,3295390,C,,17.3,1.2,1,1
"2007AJ....133.2524W",3,,142422,,,60.84,1.77,2,2
"2010MNRAS.402.1380J",2,,142422,D,,61.0,,,1
"2019A&A...629A..80H",2,,3496299,,,2.95,0.9,2,2
"2012AJ....144..130B",1,,950029,D,,163.0,5.0,0,0
"1995ApJS...99..135A",2,,2731554,D,,38.0,,,0
"2002A&A...393..897R",1,,2731554,D,,47.0,,,0
"2014ApJ...797...43M",1,,11462543,,,56.0,,,0
"2014ApJ...797...43M",1,,3375566,,,0.0,,,0
"2002ApJ...573..359A",1,,943968,D,,290.0,,,0
"2007AJ....134.1570D",1,,2806020,D,,27.0,5.0,0,0
"2011A&A...531A...8J",1,,1255390,,,2.4,,,1
"1970CoAsi.239....1B",3,40,1583105,D,,135.0,,,0
"1970CoKwa.189....0U",2,,1583105,D,,135.0,,,0
"2002ApJ...573..359A",1,,1583105,D,,100.0,,,0
"2006A&A...460..695T",2,,3036159,C,,17.6,1.2,1,1
"2009A&A...493.1099S",1,,3036159,D,,15.5,,,1
"2006A&A...460..695T",1,,3348266,C,,22.3,2.2,1,1
"1995ApJS...99..135A",5,,2062806,D,,15.0,,,0
"2002A&A...393..897R",4,,2062806,D,,15.0,,,0
"2002A&A...393..897R",3,,2062806,D,,15.0,,,0
"2008AJ....135..209M",2,14,2062806,,,0.0,,,1
"2014ApJ...797...43M",1,,3375637,,,15.0,,,0
"2014ApJ...797...43M",1,,11462548,,,6.0,,,0
"2012AJ....144..130B",1,,2361281,D,,75.0,6.0,0,0
"2011A&A...531A...8J",1,,2264735,,,7.8,,,1
"2006ApJ...648..580H",1,,2956443,D,,309.0,11.0,0,0
"2006A&A...460..695T",1,,3402597,D,,9.0,,,0
"2012A&A...542A.116A",1,,3285952,,,37.7,1.9,1,1
"2016A&A...594A..39F",1,,11313450,,,167.0,133.0,0,0
"2016A&A...594A..39F",1,,11313451,,,137.0,83.0,0,0
"2016A&A...594A..39F",1,,7893230,,,138.0,81.0,0,0
"2006A&A...460..695T",1,,3176857,C,,39.0,3.9,1,1
"2006A&A...460..695T",1,,3273918,C,,46.0,5.3,1,1
"2006ApJ...648..580H",1,,4695867,D,,31.0,8.0,0,0
"2006A&A...460..695T",1,,1364008,D,,16.0,,,0
"2016A&A...594A..39F",1,,12444349,,,163.0,142.0,0,0
"2010AJ....140.1911B",1,,2253353,,,1.88,,,2
"2009A&A...493.1099S",4,,3024228,D,,14.8,,,1
"1995ApJS...99..135A",3,,2562516,D,,45.0,,,0
"2002A&A...393..897R",2,,2562516,D,,60.0,,,0
"2007A&A...463..671R",1,0,2562516,D,,60.0,,,0
"2010AJ....140.1911B",1,,2555334,,,2.24,,,2
"2013A&A...551A..30B",1,,36110,,,85.0,5.0,0,0
"2010A&A...520A..79M",3,,3024228,,,18.34,,,2
"2012MNRAS.423.2966J",1,,8377604,D,,55.4,3.4,1,1
"2002ApJ...573..359A",1,,2723802,D,,225.0,,,0
"2012ApJ...745...56D",1,,4904733,,,49.94,7.93,2,2
"2008A&A...479..541H",1,,3089966,,,83.0,,,0
"2010MNRAS.407..465J",1,,3799348,D,,23.1,2.0,1,1
"2012MNRAS.423.2966J",1,,8377532,D,,29.0,4.9,1,1
"2006PASP..118.1656S",1,11,2092672,,,7.4,,,1
"2011A&A...531A...8J",1,,2996122,,,2.7,,,1
"2010ApJ...722..605H",1,,255215,,,205.0,14.0,0,0
"2012A&A...542A.116A",2,,3024228,,,15.4,0.8,1,1
"2019A&A...629A..80H",1,,2747582,,,2.45,0.26,2,2
"1995ApJS...99..135A",3,,2744288,D,,240.0,,,0
"2002A&A...393..897R",2,,2744288,D,,259.0,,,0
"2007A&A...463..671R",1,0,2744288,D,,259.0,,,0
"2007AJ....134.1570D",1,,2611612,D,,240.0,10.0,0,0
"2011A&A...536A..71J",1,,1188943,D,,2.12,,,2
"1970CoAsi.239....1B",5,9,1597736,D,,155.0,,,0
"1970CoKwa.189....0U",4,,1597736,D,,151.0,,,0
"1995ApJS...99..135A",3,,1597736,D,,120.0,,,0
"2002A&A...393..897R",2,,1597736,D,,133.0,,,0
"2007A&A...463..671R",1,0,1597736,D,,133.0,,,0
"2019A&A...629A..80H",1,,2553421,,,2.1,0.89,2,2
"2012AJ....144..130B",1,,3034335,D,,22.0,4.0,0,0
"2008AJ....135..209M",1,2,887464,,,2.7,,,1
"2011A&A...531A...8J",1,,665520,,,1.6,,,1
"2011A&A...526A.127P",1,,1135881,,,1.2,,,1
"2008A&A...479..541H",2,,3888613,,,28.0,,,0
"2009A&A...496..841H",1,,3888613,,,28.0,,,0
"2007AJ....133.2524W",1,,1852238,,,10.0,,,0
"2010ApJ...722..605H",1,,1342707,,,197.0,15.0,0,0
"2006A&A...460..695T",1,,3451970,C,,0.8,1.2,1,1
"2007A&A...463..671R",1,0,835414,D,,40.0,,,0
"2002A&A...393..897R",2,,835414,D,,40.0,,,0
"1995ApJS...99..135A",3,,835414,D,,41.0,,,0
"1970CoKwa.189....0U",4,,835414,D,,11.0,,,0
"1970CoAsi.239....1B",5,2,835414,D,,32.0,,,0
